Nota: 4346
Data: 1937-08-10
Cliente: Jesus Sales Ltda.
CPF: 71227268837
Endereco: Esta��o Sales, 45
Cidade: Pinto
Estado: RR
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='neque', quantidade=6, valorUnitario=76.19, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='nobis', quantidade=8, valorUnitario=41.18, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='rem', quantidade=9, valorUnitario=29.31, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='dolorem', quantidade=6, valorUnitario=98.84, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='doloribus', quantidade=10, valorUnitario=31.71, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='aliquid', quantidade=6, valorUnitario=78.06, proximo=null}


Nota: 1208
Data: 1987-03-15
Cliente: Teixeira Cardoso S.A.
CPF: 33985774773
Endereco: Esta��o Augusto Martins, 46
Cidade: Peixoto
Estado: AL
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='nesciunt', quantidade=8, valorUnitario=59.4, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='corrupti', quantidade=2, valorUnitario=22.24, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='adipisci', quantidade=10, valorUnitario=96.89, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='provident', quantidade=10, valorUnitario=77.62, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='eos', quantidade=4, valorUnitario=19.86, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='facilis', quantidade=4, valorUnitario=29.52, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='facere', quantidade=9, valorUnitario=37.12, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='quod', quantidade=10, valorUnitario=78.0, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='quis', quantidade=8, valorUnitario=41.08, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='distinctio', quantidade=4, valorUnitario=39.01, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='repellendus', quantidade=7, valorUnitario=16.9, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='porro', quantidade=8, valorUnitario=34.21, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='aliquid', quantidade=10, valorUnitario=65.27, proximo=null}


Nota: 1978
Data: 2000-10-10
Cliente: da Paz - EI
CPF: 67188924887
Endereco: Trevo Pietra Cavalcanti, 57
Cidade: Pinto da Serra
Estado: RJ
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='temporibus', quantidade=8, valorUnitario=51.61, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='officiis', quantidade=6, valorUnitario=79.38, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='nisi', quantidade=5, valorUnitario=57.15, proximo=null}


Nota: 7069
Data: 2001-08-06
Cliente: Correia Lima S/A
CPF: 86540163557
Endereco: Aeroporto de Costela
Cidade: Nogueira
Estado: PE
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='et', quantidade=5, valorUnitario=21.77, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='voluptatibus', quantidade=1, valorUnitario=13.24, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='iure', quantidade=3, valorUnitario=72.77, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='error', quantidade=6, valorUnitario=48.1, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='nisi', quantidade=10, valorUnitario=29.15, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='temporibus', quantidade=3, valorUnitario=92.27, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='soluta', quantidade=7, valorUnitario=81.8, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='repellat', quantidade=2, valorUnitario=72.39, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='error', quantidade=2, valorUnitario=21.35, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='laboriosam', quantidade=9, valorUnitario=69.19, proximo=null}


Nota: 3440
Data: 2001-02-16
Cliente: Carvalho
CPF: 81255821040
Endereco: Travessa Moraes, 93
Cidade: Nunes de Monteiro
Estado: MG
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='sunt', quantidade=8, valorUnitario=19.51, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='provident', quantidade=3, valorUnitario=63.21, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='mollitia', quantidade=9, valorUnitario=39.01, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='provident', quantidade=8, valorUnitario=27.86, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='nostrum', quantidade=5, valorUnitario=96.39, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='ut', quantidade=3, valorUnitario=44.18, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='iusto', quantidade=6, valorUnitario=33.06, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='perferendis', quantidade=7, valorUnitario=81.54, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='cumque', quantidade=9, valorUnitario=13.21, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='quia', quantidade=4, valorUnitario=68.46, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='accusamus', quantidade=4, valorUnitario=95.35, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='modi', quantidade=7, valorUnitario=86.07, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='inventore', quantidade=8, valorUnitario=26.8, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='accusantium', quantidade=6, valorUnitario=33.42, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='molestiae', quantidade=2, valorUnitario=25.7, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='quibusdam', quantidade=3, valorUnitario=55.46, proximo=null}


Nota: 2795
Data: 2003-07-28
Cliente: da Rosa
CPF: 34814328247
Endereco: �rea Laura da Cunha, 2
Cidade: Caldeira
Estado: SE
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='qui', quantidade=10, valorUnitario=56.12, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='minus', quantidade=10, valorUnitario=44.04, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='quaerat', quantidade=8, valorUnitario=47.18, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='quo', quantidade=1, valorUnitario=21.7, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='ipsum', quantidade=3, valorUnitario=80.62, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='repellendus', quantidade=1, valorUnitario=37.27, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='numquam', quantidade=10, valorUnitario=84.98, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='voluptatibus', quantidade=1, valorUnitario=88.06, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='qui', quantidade=3, valorUnitario=85.48, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='non', quantidade=10, valorUnitario=40.89, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='incidunt', quantidade=9, valorUnitario=91.41, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='exercitationem', quantidade=10, valorUnitario=27.0, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='temporibus', quantidade=2, valorUnitario=18.43, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='quo', quantidade=3, valorUnitario=10.56, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='delectus', quantidade=7, valorUnitario=50.63, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='consequuntur', quantidade=3, valorUnitario=97.06, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='ad', quantidade=6, valorUnitario=98.8, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='sapiente', quantidade=2, valorUnitario=57.42, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='consectetur', quantidade=10, valorUnitario=64.36, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='occaecati', quantidade=6, valorUnitario=46.97, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='nam', quantidade=2, valorUnitario=10.46, proximo=null}


Nota: 7478
Data: 1971-07-10
Cliente: da Mata Ltda.
CPF: 34381195615
Endereco: Rua Arag�o, 50
Cidade: Martins
Estado: RO
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='porro', quantidade=4, valorUnitario=71.13, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='maiores', quantidade=4, valorUnitario=59.02, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='quaerat', quantidade=8, valorUnitario=64.61, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='eveniet', quantidade=6, valorUnitario=38.79, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='inventore', quantidade=1, valorUnitario=74.61, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='totam', quantidade=2, valorUnitario=12.38, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='accusantium', quantidade=4, valorUnitario=53.31, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='repellendus', quantidade=10, valorUnitario=49.53, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='a', quantidade=3, valorUnitario=64.63, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='veniam', quantidade=4, valorUnitario=57.81, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='veniam', quantidade=10, valorUnitario=97.57, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='eos', quantidade=3, valorUnitario=87.8, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='quas', quantidade=1, valorUnitario=67.58, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='quod', quantidade=8, valorUnitario=35.77, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='aspernatur', quantidade=7, valorUnitario=98.27, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='quod', quantidade=5, valorUnitario=42.31, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='explicabo', quantidade=2, valorUnitario=23.29, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='dolore', quantidade=7, valorUnitario=59.84, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='consectetur', quantidade=4, valorUnitario=40.51, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='maiores', quantidade=7, valorUnitario=81.87, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='explicabo', quantidade=2, valorUnitario=97.43, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='occaecati', quantidade=6, valorUnitario=30.4, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='eaque', quantidade=5, valorUnitario=44.3, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='amet', quantidade=1, valorUnitario=33.89, proximo=null}


Nota: 5673
Data: 1952-01-23
Cliente: da Paz S.A.
CPF: 20275824587
Endereco: Pra�a de Sales
Cidade: da Luz de Ara�jo
Estado: PA
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='consectetur', quantidade=2, valorUnitario=56.8, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='magni', quantidade=10, valorUnitario=76.09, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='fuga', quantidade=4, valorUnitario=72.04, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='velit', quantidade=9, valorUnitario=50.66, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='dignissimos', quantidade=7, valorUnitario=89.79, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='blanditiis', quantidade=9, valorUnitario=95.09, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='odio', quantidade=7, valorUnitario=89.07, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='facilis', quantidade=1, valorUnitario=52.91, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='et', quantidade=4, valorUnitario=97.4, proximo=null}


Nota: 5057
Data: 2003-08-29
Cliente: Moraes
CPF: 74073563821
Endereco: Praia Nogueira, 356
Cidade: Peixoto do Campo
Estado: CE
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='a', quantidade=3, valorUnitario=45.89, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='ratione', quantidade=6, valorUnitario=13.71, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='iste', quantidade=10, valorUnitario=43.87, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='sapiente', quantidade=1, valorUnitario=81.6, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='tempore', quantidade=4, valorUnitario=61.82, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='aperiam', quantidade=2, valorUnitario=84.62, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='magnam', quantidade=9, valorUnitario=89.67, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='accusamus', quantidade=6, valorUnitario=23.98, proximo=null}


Nota: 9519
Data: 1935-07-09
Cliente: Vieira e Filhos
CPF: 30019935170
Endereco: Residencial Rodrigues, 43
Cidade: da Luz do Amparo
Estado: SP
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='fugiat', quantidade=3, valorUnitario=31.92, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='repellendus', quantidade=3, valorUnitario=84.59, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='delectus', quantidade=8, valorUnitario=38.91, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='impedit', quantidade=3, valorUnitario=37.18, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='quis', quantidade=9, valorUnitario=36.71, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='esse', quantidade=8, valorUnitario=56.93, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='error', quantidade=3, valorUnitario=40.92, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='culpa', quantidade=6, valorUnitario=59.03, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='praesentium', quantidade=4, valorUnitario=83.3, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='sed', quantidade=1, valorUnitario=96.39, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='voluptatibus', quantidade=6, valorUnitario=30.34, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='delectus', quantidade=4, valorUnitario=90.3, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='non', quantidade=4, valorUnitario=61.06, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='enim', quantidade=10, valorUnitario=35.22, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='molestias', quantidade=3, valorUnitario=14.38, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='quas', quantidade=8, valorUnitario=60.03, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='ratione', quantidade=5, valorUnitario=44.91, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='debitis', quantidade=7, valorUnitario=95.72, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='unde', quantidade=7, valorUnitario=19.82, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='quaerat', quantidade=2, valorUnitario=56.05, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='nulla', quantidade=9, valorUnitario=61.1, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='sequi', quantidade=10, valorUnitario=30.31, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='tenetur', quantidade=9, valorUnitario=88.1, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='neque', quantidade=1, valorUnitario=37.52, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='magni', quantidade=4, valorUnitario=39.93, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='eaque', quantidade=10, valorUnitario=10.28, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='cupiditate', quantidade=9, valorUnitario=16.41, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='accusantium', quantidade=8, valorUnitario=93.86, proximo=null}


Nota: 8944
Data: 2004-02-02
Cliente: Castro
CPF: 12629564948
Endereco: Avenida Ramos, 23
Cidade: Cavalcanti de Ribeiro
Estado: AP
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='eos', quantidade=10, valorUnitario=66.68, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='facere', quantidade=6, valorUnitario=26.11, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='rem', quantidade=9, valorUnitario=86.2, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='iure', quantidade=5, valorUnitario=77.22, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='necessitatibus', quantidade=6, valorUnitario=38.02, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='eaque', quantidade=2, valorUnitario=75.23, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='recusandae', quantidade=4, valorUnitario=92.79, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='quia', quantidade=3, valorUnitario=39.11, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='aut', quantidade=5, valorUnitario=77.77, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='alias', quantidade=9, valorUnitario=53.64, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='ex', quantidade=6, valorUnitario=89.69, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='iste', quantidade=1, valorUnitario=11.26, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='aspernatur', quantidade=10, valorUnitario=88.64, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='tenetur', quantidade=10, valorUnitario=96.19, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='nobis', quantidade=1, valorUnitario=37.83, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='excepturi', quantidade=7, valorUnitario=15.27, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='consequuntur', quantidade=3, valorUnitario=75.17, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='corporis', quantidade=5, valorUnitario=14.6, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='sit', quantidade=10, valorUnitario=81.97, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='mollitia', quantidade=10, valorUnitario=52.14, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='consectetur', quantidade=5, valorUnitario=25.43, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='corrupti', quantidade=5, valorUnitario=22.49, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='temporibus', quantidade=5, valorUnitario=27.67, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='dolorum', quantidade=4, valorUnitario=27.59, proximo=null}
 ItemNotaFiscal{itemNumero='25', descricao='aliquam', quantidade=7, valorUnitario=43.3, proximo=null}
 ItemNotaFiscal{itemNumero='26', descricao='quos', quantidade=5, valorUnitario=55.64, proximo=null}
 ItemNotaFiscal{itemNumero='27', descricao='tempore', quantidade=5, valorUnitario=22.88, proximo=null}
 ItemNotaFiscal{itemNumero='28', descricao='nobis', quantidade=7, valorUnitario=56.88, proximo=null}
 ItemNotaFiscal{itemNumero='29', descricao='voluptatum', quantidade=6, valorUnitario=80.65, proximo=null}
 ItemNotaFiscal{itemNumero='30', descricao='maiores', quantidade=7, valorUnitario=70.58, proximo=null}


Nota: 2197
Data: 1946-11-05
Cliente: Pires
CPF: 59172720508
Endereco: Favela Joana Mendes, 78
Cidade: Arag�o de Minas
Estado: RS
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='quibusdam', quantidade=1, valorUnitario=67.76, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='a', quantidade=10, valorUnitario=78.13, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='ipsa', quantidade=9, valorUnitario=51.65, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='quisquam', quantidade=3, valorUnitario=76.21, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='at', quantidade=1, valorUnitario=93.03, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='laborum', quantidade=8, valorUnitario=70.36, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='dolore', quantidade=1, valorUnitario=47.07, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='dolore', quantidade=10, valorUnitario=70.47, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='ad', quantidade=3, valorUnitario=63.74, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='iusto', quantidade=6, valorUnitario=32.83, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='iusto', quantidade=2, valorUnitario=92.38, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='quidem', quantidade=5, valorUnitario=60.11, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='dolores', quantidade=10, valorUnitario=28.65, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='nam', quantidade=5, valorUnitario=30.6, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='ab', quantidade=4, valorUnitario=43.13, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='dolores', quantidade=9, valorUnitario=46.83, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='veniam', quantidade=5, valorUnitario=93.46, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='a', quantidade=9, valorUnitario=65.21, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='laborum', quantidade=5, valorUnitario=64.77, proximo=null}
 ItemNotaFiscal{itemNumero='20', descricao='quis', quantidade=7, valorUnitario=93.84, proximo=null}
 ItemNotaFiscal{itemNumero='21', descricao='inventore', quantidade=4, valorUnitario=32.22, proximo=null}
 ItemNotaFiscal{itemNumero='22', descricao='facilis', quantidade=8, valorUnitario=32.52, proximo=null}
 ItemNotaFiscal{itemNumero='23', descricao='tempore', quantidade=9, valorUnitario=94.54, proximo=null}
 ItemNotaFiscal{itemNumero='24', descricao='corrupti', quantidade=3, valorUnitario=61.42, proximo=null}


Nota: 2038
Data: 2004-08-17
Cliente: Rodrigues
CPF: 23040107239
Endereco: N�cleo Helena Silva, 5
Cidade: Rodrigues
Estado: MA
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='fugit', quantidade=5, valorUnitario=88.87, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='ex', quantidade=7, valorUnitario=23.52, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='nostrum', quantidade=4, valorUnitario=77.15, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='velit', quantidade=10, valorUnitario=56.12, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='sapiente', quantidade=8, valorUnitario=52.76, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='at', quantidade=3, valorUnitario=73.1, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='alias', quantidade=2, valorUnitario=82.55, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='non', quantidade=6, valorUnitario=72.64, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='sed', quantidade=4, valorUnitario=24.37, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='delectus', quantidade=4, valorUnitario=78.31, proximo=null}
 ItemNotaFiscal{itemNumero='11', descricao='minus', quantidade=2, valorUnitario=99.7, proximo=null}
 ItemNotaFiscal{itemNumero='12', descricao='nulla', quantidade=3, valorUnitario=92.71, proximo=null}
 ItemNotaFiscal{itemNumero='13', descricao='quos', quantidade=3, valorUnitario=47.48, proximo=null}
 ItemNotaFiscal{itemNumero='14', descricao='repellendus', quantidade=8, valorUnitario=94.66, proximo=null}
 ItemNotaFiscal{itemNumero='15', descricao='nobis', quantidade=3, valorUnitario=28.04, proximo=null}
 ItemNotaFiscal{itemNumero='16', descricao='voluptates', quantidade=6, valorUnitario=35.75, proximo=null}
 ItemNotaFiscal{itemNumero='17', descricao='amet', quantidade=4, valorUnitario=64.1, proximo=null}
 ItemNotaFiscal{itemNumero='18', descricao='impedit', quantidade=5, valorUnitario=81.08, proximo=null}
 ItemNotaFiscal{itemNumero='19', descricao='incidunt', quantidade=8, valorUnitario=36.91, proximo=null}


Nota: 5305
Data: 1990-01-07
Cliente: Rocha e Filhos
CPF: 32272230222
Endereco: Jardim Fernandes, 86
Cidade: Foga�a
Estado: SC
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='deleniti', quantidade=9, valorUnitario=77.51, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='cumque', quantidade=5, valorUnitario=53.78, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='voluptatibus', quantidade=9, valorUnitario=10.09, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='accusamus', quantidade=7, valorUnitario=73.54, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='ex', quantidade=10, valorUnitario=49.17, proximo=null}


Nota: 6007
Data: 2004-12-07
Cliente: da Mota
CPF: 56726303242
Endereco: Alameda Ana Nunes, 59
Cidade: da Concei��o
Estado: MS
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='molestiae', quantidade=4, valorUnitario=51.84, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='aut', quantidade=1, valorUnitario=73.82, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='reprehenderit', quantidade=10, valorUnitario=60.06, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='ipsum', quantidade=5, valorUnitario=15.15, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='quidem', quantidade=3, valorUnitario=26.82, proximo=null}


Nota: 7314
Data: 1974-12-06
Cliente: Farias Viana S.A.
CPF: 91058128085
Endereco: Travessa de Arag�o, 31
Cidade: da Cunha
Estado: RJ
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='voluptatum', quantidade=7, valorUnitario=21.67, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='eligendi', quantidade=9, valorUnitario=13.63, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='modi', quantidade=2, valorUnitario=44.45, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='odio', quantidade=1, valorUnitario=55.18, proximo=null}


Nota: 5095
Data: 1935-05-09
Cliente: Sales
CPF: 96259056052
Endereco: Quadra de Novaes
Cidade: Pereira do Oeste
Estado: PA
Lista: 
 ItemNotaFiscal{itemNumero='1', descricao='voluptatibus', quantidade=10, valorUnitario=72.29, proximo=null}
 ItemNotaFiscal{itemNumero='2', descricao='repellendus', quantidade=2, valorUnitario=11.12, proximo=null}
 ItemNotaFiscal{itemNumero='3', descricao='impedit', quantidade=8, valorUnitario=50.35, proximo=null}
 ItemNotaFiscal{itemNumero='4', descricao='veniam', quantidade=5, valorUnitario=68.5, proximo=null}
 ItemNotaFiscal{itemNumero='5', descricao='dolorem', quantidade=1, valorUnitario=22.95, proximo=null}
 ItemNotaFiscal{itemNumero='6', descricao='blanditiis', quantidade=2, valorUnitario=90.51, proximo=null}
 ItemNotaFiscal{itemNumero='7', descricao='nam', quantidade=6, valorUnitario=54.5, proximo=null}
 ItemNotaFiscal{itemNumero='8', descricao='molestias', quantidade=4, valorUnitario=47.77, proximo=null}
 ItemNotaFiscal{itemNumero='9', descricao='quibusdam', quantidade=1, valorUnitario=13.46, proximo=null}
 ItemNotaFiscal{itemNumero='10', descricao='fugiat', quantidade=7, valorUnitario=18.33, proximo=null}
